name,ilosc_patentow
ZBOROWSKI PAWEL,4
LASOCHA ALICJA,4
CHMIELNICKI PIOTR,4
SWIERZYNSKI SLAWOMIR,4
KRASINSKI BOGUSLAW,4
JAKUBOWSKI LESZEK,4
MICHALCZUK JACEK,4
WERLE JANINA,4
KROLIKOWSKI MAREK,4
POPLAVSKIJ VOJTSEKH,4
RYBKA GRZEGORZ,4
WIT MAREK,4
MROWKA DARIUSZ,4
WIECKO RYSZARD,4
SOBON PRZEMYSLAW,4
IMIOLEK RYSZARD,4
SZALA STANISLAW,4
KLIMCZUK PIOTR,4
SCHERESCHEWSKI SAMUEL,4
ZYMEK HUBERT,4
BOGACZYNSKI KAZIMIERZ,4
BARCISZEWSKA MIROSLAWA,4
LUSIAK-SZELACHOWSKA MARZENA,4
SAWICKI LESZEK,4
ZWIERZYNSKI ADAM,4
JANICKI JAN,4
KIELBIK RAFAL,4
MAGDZIARZ ZBIGNIEW,4
DAWIDCZYK PIOTR,4
PIECZYK JOZEF,4
DZIEMBOWSKI ANDRZEJ,4
BAL TSEREK,4
WDOWIK TOMASZ,4
KOWALCZYK GRZEGORZ,4
MROZEK ADRIAN,4
BRETNER MARIA,4
BABALSKA DOMINIKA,4
SZADE KRZYSZTOF,4
SZEHIDEWICZ KAMIL,4
OLEJNIK A,4
KOWAL JAN,4
ORZESZYNA HENRYK,4
KOWALSKI NORBERT,4
GAJDA MARIUSZ,4
WOLNY BOGDAN,4
SKRAJNOWSKA MAGDALENA,4
LOREK TOMASZ,4
KRYGIER ROBERT,4
KORENDO ZBIGNIEW,4
KOCJAN TOMASZ,4
TROTZKO STEFAN,4
WYSOCKI MICHAL,4
URBAN PAWEL,4
WOTA ANDRZEJ,16
GRAMZA MARCIN,4
NOSAL STANISLAW,4
SMOLEN DARIUSZ,9
ZUKIEL RYSZARD,4
IZAK DARIUSZ,4
PIATEK STANISLAW,4
MONTIEL CASTELLANOS,4
DARLAK MACIEJ,4
MYSLOWSKI WLEDZIMIERZ,4
PRZYBYSZEWSKA MALGORZATA,4
BOCIAN WOJCIECH,4
ZIOLKOWSKI BARTOSZ,4
PIOTROWSKA ALEKSANDRA,4
GRUSZKA MATEUSZ,4
PIOTROWSKI MICHAL,4
BARC JAKUB,4
SOJKA BARTLOMIEJ,4
GRZYWACZEWSKI TADEUSZ,4
AUGUSTYN WLADYSLAW,4
CHMIEL ZDZISLAW,4
BIALOUSZ JERZY,4
SAWINA GRZEGORZ,4
JANIKOWSKA-PAWLIK JADWIGA,4
KYMALAINEN TONI,4
ROKICKI GABRIEL,4
PAWLAK ZDZISLAW,4
RAPACZ ANDRZEJ,4
SIEDLAR ADAM,4
MARKOWSKI ARTUR,4
LUCAS SANNIER,4
ZAWADZKI ARTUR,4
DROZD DOMINIK,4
KANTOCH LUKASZ,4
KOSTEK BOZENA,4
ZMIJEWSKI PIOTR,4
CISON EDWARD,4
BARTNIK MIECZYSLAW,4
SZCZEPANIK MARIAN,4
URBANEK ALEKSANDRA,4
BIERNACKI ARIEL,4
DOGANOWSKI WOJCIECH,4
LUKASZEWICZ PIOTR,4
NEMTUSIAK MONIKA,4
MATERNE OLGIERD,4
BRZYCHCZY-WLOCH MONIKA,14
MAZURKIEWICZ ANNA,4
DEPKA PIOTR,10
KUBALA BARTOSZ,4
STROJECKI JAROSLAW,4
OLSZEWSKI RYSZARD,4
KOZUPA MICHAL,4
DEPCZYNSKI RYSZARD,4
WIECKOWSKI TADEUSZ,4
DENEKA MAREK,4
PIORO ZBIGNIEW,4
PONGOVSKIJ VITOL,4
SIKORSKI TOMASZ,4
TEISSEYRE HENRYK,4
CZAPLA PIOTR,4
SKORA MARIUSZ,4
PRZEWODOWSKI WLODZIMIERZ,4
KOZLOWSKI ANDRZEJ,4
KUMMANT EDMUND,4
GONET ANDRZEJ,4
HUYNH TAN-PHAT,4
KUPRYS MARTA,4
PISZCZYK LUKASZ,4
CHRISTOPH HENRYK,4
SKORUT ADAM,4
LAMMEK BERNARD,4
OLESNIEWICZ ZBIGNIEW,4
LEWANDOWSKI STANISLAW,9
SCELINA MILOSZ,4
WOYCIECHOWSKI JAKUB,4
TETELA PAWEL,4
HENNEL WACLAW,4
MAZUR STANISLAW,4
JAKUBOWICZ ZENON,4
KRASZEWSKI ADAM,4
RUSZCZYCKI BLAZEJ,4
MALESA MONIKA,4
BARTOSIEWICZ ADAM,4
KOZIOL ANDRZEJ,4
MARCISZ KRZYSZTOF,4
SAMOJLOWICZ CEZARY,4
LICHOTA JACEK,4
JEDLINSKI ZBIGNIEW,17
KANICKI JACEK,8
KOSINSKA WANDA,4
PILAT MIROSLAW,4
CZAJKA ADAM,4
KRAJEWSKA MAGDALENA,4
OTWINOWSKI PIOTR,4
SZYSZKO JACEK,4
WIECZOREK ANDRZEJ,4
JAKUBOWSKA-ZAHORSKA RENATA,4
COLT J,4
SZTOGRIN ARTUR,4
PRZYSIEZNY MIROSLAW,4
PRAWDZIC ANDRZEJ,4
MALICKI ADAMA,4
CEREMUGA MICHAL,13
KANIA WOJCIECH,4
CHOMKA MICHAL,4
KOZLOWSKI PIOTR,4
KUBITSKIJ ANTONI,4
PILMANE MARA,4
ZEGARMISTRZ EWA,4
CZESTKOWSKI WOJCIECH,13
SOBKOWSKI MICHAL,4
BORATYN ARKADIUSZ,4
SIERPUTOWSKI PIOTR,12
LEBIEDOWICZ PIOTR,4
KOZLOWSKI WOJCIECH,4
KREGLEWSKI WITOLD,4
BANASZCZYK PAWEL,4
MICHALSKI PIOTR,4
KOSSAKOWSKI JERZY,4
MAMALA ANDRZEJ,4
DOBRZANSKI HENRYK,4
KIELCZYNSKI ZDZISLAW,4
PENCZEK STANISLAW,4
HUTNICZAK KRZYSZTOF,4
SZYMCZAK BOGDAN,4
MLYNSKI GRZEGORZ,4
GERTYCH DARIUSZ,4
STOJECKI TOMEK,4
NAJDA ANDZELIKA,4
DMITRUK ALEKSANDRA,4
BIERJUKOW ANATOLIJ,4
KLOPOTOWSKI ANDRZEJ,4
GEMBADA ADAM,4
SPALONY WOJCIECH,4
CHOLEWA WIESLAW,4
KULINSKI TADEUSZ,4
ODULINSKY ANDRZEJ,4
MIESZCZANEK JULIUSZ,4
GRZYWACZ ZDZISLAW,4
NOWAK MARIUSZ,4
GUTOWSKA JADWIGA,4
TWOREK JAN,4
KESY ANDRZEJ,4
GIDZINSKI WOJCIECH,4
RUSZKOWSKI KAZIMIERZ,4
TYMINSKI BOGDAN,4
SZEN ALICJA,4
PARUSZEWSKA MALGORZATA,4
DULINSKI ZBIGNIEW,4
HARLA KRZYSZTOF,4
SITAREK STEFAN,4
JANIK EDWARD,13
DABIOCH MAREK,4
MALECKI MACIEJ,4
KUCHARSKA MAZUR,4
BIALEK JERZY,4
KRUEGER ANDZHEJ,4
LAWIK BOGUMIL,4
GORAK GRACJAN,4
PACZKOWSKI RAJMUND,4
GRACZYNSKI MAREK,4
CHRUSCIEL ARKADIUSZ,4
JAROSZEWICZ BOHDAN,4
KURYLOWICZ WLODZIMIERZ,4
RODAKOWSKA EWELINA,4
BORCZYK ROMAN,4
LUZNY ARTUR,4
WARZECHA TOMASZ,4
SOBKOW ZBIGNIEW,4
KOWALCZYK TOMASZ,4
TARNOWSKI MACIEJ,4
MIKA JOSEF,4
SEPPO TAKALA,4
JAWICZUK MAGDALENA,4
BECK JERZY,4
PIOTROWSKI JACEK,4
LEWANDOWSKI DOMINIK,4
SOWA ZBIGNIEW,4
LACHMAJER JERZY,4
GAWRON ZBIGNIEW,4
MACIUBA MAREK,4
KOZIKOWSKI MACIEJ,4
STANIKOWSKI LECH,4
ZACHWIEJA MARCIN,4
ZOLNIERZAK RADOSLAW,4
ZEZULA ARTUR,4
BERENT BOGDAN,4
NAJMAN WOJCIECH,4
ANDREN DINERF,4
BEDNAREK PIOTR,4
MLOZNIAK ANNA,4
BOROWA-MAZGAJ BARBARA,4
MAZELA WOJCIECH,4
KOCH MARTA,4
WICIJOWSKI JAN,4
LUKASIK TOMASZ,4
IZDEBSKA-SZANDA IRENA,4
DOERFFER J,4
KONCZYKOWSKA AGNIESZKA,4
ADAMIEC ROMAN,4
KONTNY MAREK,4
WASYLAK JAN,4
KUCHARSKI MARIUSZ,4
FRANCZYK ADRIAN,4
MADEJ WLADYSLAW,4
SZOSZKIEWICZ ROBERT,4
KACZOROWSKI JANUSZ,4
MARKIEWSKI MACIEJ,4
LEEM JUNGHUN,4
OLEJNICZAK MARTA,4
BRONIKOWSKI TADEUSZ,4
GNAROWSKA ANNA,4
KOPCZACKI PIOTR,4
ZACZEK MACIEJ,4
POGORZELSKI PAWEL,4
LASKAWIEC ANDRZEJ,4
BARWACZ ROBERT,8
SMOLIK JERZY,4
POLANOWSKI PIOTR,4
GUMKOWSKI MACIEJ,4
PASIUK-BRONIKOWSKA WANDA,4
SUJKA PIOTR,4
KOLACZ ADAM,4
STANISZ JAN,4
LESZCZUK AGNIESZKA,4
RAWINSKI ROMAN,4
KOZIEN-SAJNOG MAGDALENA,4
GNAROWSKI WLODZIMIERZ,4
SZEGLOWSKI ZDZISLAW,4
ROGUSKI WIESLAW,4
FITZNER ANDRZEJ,4
WOLAK TOMASZ,4
URBANOWICZ ANNA,4
KOBUS RYSZARD,4
ROMANOWICZ PIOTR,4
SULIMA MAGDALENA,4
OLEJNICZAK GRZEGORZ,4
SOLTYSIUK JAKUB,4
WODA JANUSZ,4
SZYLING STANISLAW,4
OLENDER KORNEL,13
ZATORSKI WITOLD,4
GRACZYK MAGDALENA,4
LICHNEROWICZ ANDRZEJ,4
STOLCENBURG ADAM,4
SKIERCZYNSKI ROBERT,4
SZWOCH GRZEGORZ,4
SZOSTAK JACEK,4
ROMANEK ADAM,4
WALCZAK KRZYSZTOF,4
SZCZEPANOWSKA MARIA,4
STUDZINSKI DIONIZY,4
SZELAZEK JACEK,4
OSTACHOWICZ WIESLAW,4
LIBERSKA ALEKSANDRA,4
OSINIAK MARCIN,4
FIEDOROW RYSZARD,4
KAFAR ANNA,4
MIKOSIK MARCIN,4
JUNG JAROSLAW,4
JASTRZABEK KONRAD,4
NAUMCZUK BEATA,4
KOT KRZYSZTOF,4
PLONSKI PIOTR,4
FILUTOWSKI WALDEMAR,4
MAJEWSKA PAULINA,4
ZAK MARCIN,4
BORTKIEWICZ STANISLAW,4
MUSIAL ELIZEUSZ,4
TWORAK ALEKSANDER,4
KLOPOCKI JAN,4
MAJ KRYSZTOF,4
KRYSTYNOWICZ ALINA,4
MIKOLAJCZYK PAULINA,4
BATRA AMIT,4
KWASNIEWSKA-ROKICINSKA CECYLIA,4
DANKO RAFAL,4
GAJEWSKA-DENDEK ELZBIETA,4
HENSEL JOZEF,4
CYGIELSKI MAREK,4
ZARAS TOMASZ,4
OLEJNICZAK MAREK,4
WLADYKA-PRZYBYLAK MARIA,4
KREJA JERZEY,4
LUSZCZEWSKI KRZYSZTOF,4
MIASKIEWICZ AGATA,4
MIL CHARSKIJ,4
BLOK KRZYSZTOF,4
ZIMNY JANUSZ,4
WOLNY ANDREW,4
FURTAK MARCIN,4
GURTOWSKA JOANNA,4
NADOLSKA-ORCZYK ANNA,4
ILMURZYNSKA JANINA,4
NEJMAN-FALENCZYK BOZENA,4
CHOMONTOWSKI CHRYSTIAN,4
POPEK MICHAL,4
KISIELOWA NATALIA,4
DOBAK PIOTR,4
SKUPIEN KRZYSTOF,4
WESOLEK DOROTA,4
JAWORSKI JACEK,4
SOWA ANDRZEJ,4
RUDZINSKI MARIUSZ,4
LISIK DARIUSZ,4
WOJCIK GRZEGORZ,4
GAWOR JAN,4
WYRWICZ LUCJAN,4
SKORUPSKA KATARZYNA,4
MARCINIAK MARIUSZ,4
AUST RONALD,4
MARASZEWSKI WITOLD,4
LIPKOWSKA ZOFIA,4
STOLARCZYK ELZBIETA,4
STOPA MARCIN,4
KRAWCZYK BARBARA,4
TOROJ ANDRZEJ,4
KOZAK TADEUSZ,4
KRUSZYNSKA ANNA,4
KOTWAS ROBERT,4
LIDUCHOWSKI LEONARD,4
EMILE ERNEST,4
SLOMKA MAREK,4
GLOGOWSKI MACIEJ,4
ZIEBA-RUSEVICIUS JOANNA,4
LEKAWA-RAUS AGNIESZKA,13
KROL MAGDALENA,9
WACHALSKI GRZEGORZ,4
BISKUPSKI JAN,4
TALEJKO WITALIS,4
CIECHANOWSKI RAFAL,4
WAGNER PAWEL,4
BERNAL ANDRZEJ,4
JANKOWSKI PIOTR,4
ZURAWSKI WLODZIMIERZ,4
RADAS ADAM,4
RYBACKI LUCJAN,4
PULKA-ZIACH KAROLINA,4
KUSZ FRANCISZEK,4
BEDNARZ STANISLAW,4
NIKODEM MICHAL,4
GRABAS BOGUSLAW,4
BUSZ BARTOSZ,4
GALKA-MARCINIAK PAULINA,4
LHOMME DAVID,4
KAPTUROWSKA AGATA,4
TRACZ PAWEL,4
BAKOWSKI TOMASZ,4
JACKOWIAK PAULINA,4
CONN ROBERT,4
RUTA HUBERT,4
SIMONIDES JERZY,4
GROMALA PRZEMYSLAW,4
DZIALO JAROMIR,4
STEPINSKI JANUSZ,4
MOSTOWSKA-WAS IRENA,4
FLASZYNSKI ANDRZEJ,4
CZARKOWSKI MICHAL,4
SEBASTIANI ILIO,4
SZORTYKA VIKI,4
HYZ KAROLINA,4
RESZNIAK WALDEMAR,4
GAIK ADAM,4
LEIJTEN NOWAK,4
DROZDZYK DOMINIK,4
ZIETEK STEFAN,4
MIRECKI MARCIN,4
PIETRZYK AGATA,4
BORSUKIEWICZ-GOZDUR ALEKSANDRA,4
KRAKOWSKI TOMASZ,4
KREFFT DARIA,4
VOGI ANDRZEJ,4
PRZYBYLSKI WLODZIMIERZ,4
FLORCZYK JANUSZ,4
ORACZ KRYSTYNA,4
TLAGA WALDEMAR,4
SZKOPEK ZBIGNIEW,4
WAHL HANNA,4
GLUCH MIROSLAW,4
WARMUZ MARIAN,4
NIZIOLEK JERZY,4
BARCZYK FILIP,4
ADAMKIEWICZ MACIEJ,4
STARCZEWSKI TADEUSZ,4
CHMIELARZ ANDRZEJ,4
PIWOWARSKI JACEK,4
GARBACZEWSKI JAN,4
KOMOR PIOTR,4
FIJALKOWSKI KAROL,9
LEHMANN DARIUSZ,4
PISAREK JERZY,4
DUDZIC EWA,4
WILCZYNSKI JERZY,4
ROSZYK JAROSLAW,4
KOZAKIEWICZ ANDRZEJ,4
BONIKOWSKI MICHAL,4
ODROWAZ-SYPNIEWSKI MARCIN,4
MRUCZEK MACIEJ,4
KAWIECKI GREGORIO,4
KACZOROWSKI WLADYSLAW,4
BLASZCZYK-LEZAK IWONA,4
SZUSTER MROSLAW,4
PINGOT PAWEL,4
STASIUK ROBERT,4
ANDZHEJ KHMELEVSKIJ,4
MOLENDA JANINA,4
ZLOTKOWSKI ALBERT,4
EDMUND DANIEL,4
MEIJER MACIEJ,4
FORMELA ADAM,4
GOREWICZ JERZY,4
WLODARCZYK MIROSLAW,4
SZCZYPIOROWSKI ANDRZEJ,4
GIBAS ARTUR,4
SWACZYJ ZENON,4
KLOCH KONRAD,4
BARTOSIK BOGUSLAW,4
NOWAK MARTA,4
JANKOWSKI JERZY,4
CZERPAK ANDRZEJ,4
LESZCZAK KINGA,4
ZALEWSKA AGNIESZKA,4
CESZKIEL RADOSLAW,4
LEWANDOWSKI ANDRZEJ,4
BLASINSKA IWONA,4
KAPTUR RYSZARD,4
HRECZYCHO GRZEGORZ,4
JAKUBAS TADEUSZ,4
KOSIOREK MIROSLAW,4
ROZTOCKI KORNEL,4
JABLONOWSKI RAFAL,4
PIOTROWICZ AGNIESZKA,4
SYSA-JEDRZEJOWSKA ANNA,4
STASIAK PIOTR,4
CHIMIEL MIESZKO,4
MROWKA PAWEL,4
KARWALA LUKASZ,4
KUSIAK MIROSLAW,4
SMEDER ADAM,4
KMIECIK KRZYSZTOF,4
MULAWKA JAN,4
MAZUR KRZYSZTOF,4
CHWASTOWSKA JOANNA,15
SLIWA JERZY,4
KONDRAT ALEKSANDRA,4
LILLEY GRAHAM,11
KOWIEL KRZYSZTOF,4
LANGE EDWARD,4
KOSTEK-CZYZEWSKA BOZENA,4
WIACKOWSKI LECH,4
POLCYN PIOTR,4
GONGOLEWSKI KRZYSZTOF,4
MAJOCH WAC,4
GALINA HENRYK,4
KITOWSKI PRZEMYSLAW,4
MOSKAL GABRIEL,4
CIACH MICHAL,4
JAKUBIAK PIOTR,4
WIESLAW WIATRAK,4
SZOLUCHA MICHAL,4
ORZECKI STANISLAW,4
PAKSZYS WALDEMAR,4
CZERWINSKA MONIKA,4
LECH SLAWOMIR,4
KRUCZEK ANDRZEJ,4
SWIERZKO ANNA,4
RZEPKA WOJCIECH,4
PLITTA BEATA,4
KOGUT DARIUSZ,4
WAGNER WLADYSLAW,4
GORECKI JAN,4
KROL MIECZYSLAW,4
KAZANA KRYSZTOF,4
MARGULIES JESAIAS,4
GARBACZ GREGOR,5
DWORAK MAREK,5
KENIG KRYSTYNA,5
ANDRZEJEWSKA MARIOLA,5
DOMINIAK JACEK,5
MICHALSKI PRZEMYSLAW,5
PONTO LUDWIK,5
BANACH MARCIN,5
WASILEWSKI JERZY,5
WOJTASZEK DOMINIK,5
MASINA PAWEL,5
KOZLOWSKI GRZEGORZ,5
ZYCZYNSKI JOZEF,5
KOLACZKOWSKA ELA,5
GOLEMBIOWSKI STANISLAW,5
LOZINSKA IWONA,5
STASIAK PAWEL,5
KAZMIERCZAK-BARANSKA JULIA,5
MACIUSZEK MONIKA,5
KUBIK ZBIGNIEW,5
RANDZIO STANISLAW,10
TWARDOWSKI TOMASZ,5
DANEL ANDRZEJ,5
MISZKIEWICZ KRZYSZTOF,5
PYZA ANDRZEJ,5
GOLEBIEWSKI PIOTR,5
GASIOROWSKI KAMIL,5
MARKOWSKI JACEK,5
LOWIECKI ARKADIUSZ,5
KACZOROWSKI WALTER,5
SIPOWICZ JAKUB,5
BLASZCZYK JOANNA,5
LUKOMSKA ANELA,5
KREZEL ARTUR,5
LABOJKO GRZEGORZ,5
TOBOROWICZA ANDRZEJ,5
MICHALSKI LESZEK,5
MIZIAK PIOTR,5
SCHULZ JANUSZ,5
OBROK PAWEL,5
LISZEWSKI PIOTR,5
KIELISZEK MAREK,5
BRONISZEWSKI JAKUB,5
KAMINSKA ANNA,5
PRZYBYLSKI MACIEJ,5
GORZKOWSKI DANIEL,5
WINECKA ALICJA,5
ZUROWSKI MICHAL,5
GRAJKOWSKI WOJCIECH,5
CHOJNACKI BOGDAN,5
TASIOR ANDRZEJ,5
STRZEPEK JAKUB,5
HANUSZKIEWICZ ANNA,5
BUDZIOCH JANUSZ,5
JANISIOW TOMASZ,5
SZAUER TADEUSZ,5
SKRODZKI ANDRZEJ,5
KALITA WLODZIMIERZ,5
CZUBA JAN,5
MUCHA KAMIL,5
MALICKI MAREK,5
LASOTA JACEK,5
SZYMCZAK MAREK,5
LOPUSINSKI ANDRZEJ,5
SZYMANSKI KAZIMIERZ,5
POSALA KRYSTIAN,5
LEWUCHA CEZARY,5
LEWANDOWSKI ZBIGNIEW,5
SADOWSKI MARCIN,5
PAWLAK GRZEGORZ,5
CELLARY WOJCIECH,5
WAJS EWA,5
FUSZARA MARCIN,5
CHRZANOWSKI KAZIMIERZ,5
GRYKO ROMUALD,5
MEKAL JOLANTA,5
MYZIAK ARTUR,5
KOWALIK LUKASZ,5
MIRON ARTUR,5
WOJCICKI WIESLAW,5
JURECZEK KATARZYNA,5
GROCHOWSKI JACEK,5
KRAJEWSKI PIOTR,5
TYSZKIEWICZ TOMASZ,5
WILKOSZ TOMASZ,5
GULEWICZ MICHAL,5
PRUDZIC TOMASZ,5
SZULMANOWICZ MICHAL,5
KOCHMAN AGATA,5
OBOLENSKI ARTUR,5
CHOLODY W,5
BURDA MAREK,5
DACYL DANUTA,5
ZAKOWIECKI DANIEL,5
SZULC JERZY,5
URBANOWICZ MAREK,5
WARDECKI WOJCIECH,5
NOSKOWIAK ANDRZEJ,5
BOHDZEWICZ KRZYSZTOF,5
KRZYZOSIAK WLODZIMIERZ,5
MANIOWSKI MICHAL,5
KWIATEK MAGDALENA,5
LITWIN STANISLAW,5
NARUNIEC JACEK,5
SPRINGWALD ANTONI,5
STANECKA JADWIGA,5
ZESLAWSKI WOJCIECH,5
DUTKIEWICZ BOLESLAW,5
HILLAR TOMASZ,5
KUSMIEREK WOJCIECH,5
DROZDEK MAREK,5
KSIEZNIAK JAKUB,5
BYRKA TADEUSZ,5
CIEPLUCHA AGNIESZKA,5
PARASION SYLWIA,5
WILK MARCIN,5
IWANICKI KONRAD,5
CHWASTEK JANUSZ,5
WYCZOLKOWSKA JANINA,5
SLUSARCZYK JERZY,10
MAKARSKI STANISLAW,5
KOROLCZUK WERONIKA,5
METEL PIOTR,5
SKRZYPCZAK MARCIN,5
GROSSET RYSZARD,5
SZYDELKO MARCIN,5
LEWANDOWSKI BOGUSZ,5
SZEWCZYK RADOSLAW,5
NAWROT JAROSLAW,5
KOLODZIEJ JACEK,5
STACHOW GRZEGORZ,5
BOSZCZYK-MALESZAK HANKA,5
DROZD ALEKSANDRA,5
KARCZ MACIEJ,5
DANOWSKA MAGDALENA,5
SMOLINSKA JADWIGA,5
POLUS MARIAN,5
KRYZA JERZY,5
SKIBA TADEUSZ,5
ANTONIEWICZ RADOSLAW,5
TYMECKA DAGMARA,5
BUSZMAN PIOTR,5
SOLOWOW MICHAL,5
NARBUTT MIROSLAW,5
KUCEWICZ WOJCIECH,5
KLESZCZ ALEXANDER,5
KOZIOROWSKI MARCIN,5
DOMZAL JERZY,5
SOBECKA KATARZYNA,5
GICEWICZ JAN,5
WULNIKOWSKI LESZEK,5
BORTEL EDGAR,5
WITKOWSKA DANUTA,5
WRZOSEK ARTUR,5
BOGEL EWA,5
ROSINSKI MICHAL,5
AKSIENIONEK MAGDALENA,5
IGLEWSKI TOMASZ,14
KNASTER MARJAN,5
CZARNECKI PAWEL,5
MALOLEPSZY STANISLAW,5
BRILLOWSKA-DABROWSKA ANNA,5
NAZARCZUK IGA,5
GRZESIK ANDRZEJ,5
OKRZESZOWSKI ZBIGNIEW,5
KOWALIK SEIDL,5
JEDO ANTONI,15
GOLD LECH,5
RYBKA JACEK,5
ZAPALA ROBERT,5
BARBACHOWSKI REMIGIUSZ,5
BAZYLUK BARTOSZ,5
LAPKOWSKI MIECZYSLAW,5
FOTYGA RYSZARD,5
ROM MONIKA,5
LIS JACEK,5
LUKASIAK BOZENA,5
SAKALUS WALDEMAR,5
BARCZYNSKI MARCIN,5
MURRAY ALEXANDER,5
ADAMOWSKA MALGORZATA,5
STOKLOSA LUKASZ,5
BUSZMAN PAWEL,5
MOLSKI SZYMON,5
TARNOWSKI MARCIN,5
ROSOLOVSKI EHUGENIUSH,5
KLIMPEL ANDRZEJ,5
BIWANSKI TOMASZ,5
KUCWAJ-BRYSZ KATARZYNA,5
SKIBICKI DARIUSZ,5
SZAKOLA ARKADIUSZ,5
LOS PRZEMEK,5
PIWOWARCZYK TOMASZ,5
BYLICKI ANDRZEJ,5
KOZDRAS MARCIN,5
WINIARZ GRZEGORZ,5
KOPEC KARINA,5
LUKASZEWICZ EWA,5
ROSLONIEC WOJCIECH,5
PANASIEWICZ MIROSLAWA,5
SKIBA KRZYSTOF,5
PLATA KAZIMIERZ,5
DUDYCZ ALEKSANDRA,5
ALEKSANDER KRZYSZTOF,5
KROL JULITA,5
DUSZLAK LUKASZ,5
SLUSARCZYK ARKADIUSZ,5
KOMOROWSKA IGA,5
STAMIRSKI MACIEJ,5
DZIENIS KRZYSZTOF,5
SLIWINSKI CEZARY,5
MALOLEPSZY BARTOSZ,5
POLAK PAWEL,5
MELLER PAWEL,5
LAUBE GRZEGORZ,5
KOPROWSKI ROBERT,5
KISZKIEL URSZULA,5
STOLINSKI MAREK,5
NYC JANUSZ,5
ZIEMEK MATEUSZ,5
ODZIOMEK LESZEK,5
SZAWLOWSKA URSZULA,5
BUJNOWSKI KRZYSZTOF,5
JANUS PAWEL,5
WOLANIN PRZEMYSLAW,5
ROSZKOWSKI BARTOSZ,5
LEJBOWICZ FERDINAND,5
SMIALEK WIESLAW,5
JAKUBOWSKI TOMASZ,5
NIEWIADOMSKI LUKASZ,5
KORNELAK PAWEL,5
STEC HELENA,5
BAKUNIAK EDMUND,12
STASZEWSKI WIESLAW,5
BIALAS ANNA,5
BILLING-MARCZAK KATARZYNA,5
SZEWCZYK ANDRZEJ,5
PAWLACZYK ANNA,5
WLODARCZYK MILOSZ,5
KASPRZAK ZABLOCKA,5
SYLLA SORIBA,5
WISIALSKI JERZY,5
PIETRZAK PRZEMYSLAW,5
MORZYCKI JACEK,12
CHOROBIK PAULINA,5
WOJCIK JANUSZ,10
KOZICKI MATEUSZ,5
PAZGAN ANDRZEJ,5
WOSZCZYNA MIROSLAW,5
KWIATKOWSKI PIOTR,5
GRZELSKI MACIEJ,5
CHRUPALA WOJCIECH,5
POPOWSKA MAGDALENA,5
KOPEC ANDRZEJ,5
WLODARCZYK MARIAN,5
KRAWCZYK JAKUB,5
CZERWINSKI ARKADIUSZ,5
NOWOSAD KAMIL,5
GRALEC BARBARA,5
RYKOWSKI JAROGNIEW,5
MICHROWSKA ANNA,5
REDKIEWICZ PATRYCJA,5
DECEWICZ ANDRZEJ,5
CHYLA LUKASZ,5
SIKORSKI JAN,13
DEREZINSKI PAWEL,5
KANAR JAN,5
CHWALA PREZEMYSLAW,5
RETMANIAK TADEUSZ,5
BOREJKO TOMASZ,5
SYNOWIEC KATARZYNA,5
SIELSKI KAZIMIERZ,5
TESKA-KAMINSKA MALGORZATA,5
KSEPKO EWELINA,5
BUCZKO ALEKSANDRA,5
KONIECZNA M,5
NAPIERALSKI ANDRZEJ,5
SZOZDA ANDRZEJ,5
MEDWID MARIAN,5
CIUPIK LECHOSTAW,5
SZYNGIEL STANISLAW,5
GLINIEWICZ BARTLOMIEJ,5
MACHEJ TADEUSZ,5
MADALINSKI KAZIMIERZ,5
FOKS MACIEJ,5
LALIK ERWIN,5
SEDLACZEK JANUSZ,13
BOROWSKI JACEK,5
BINKOWSKI MARCIN,5
MAJEWSKA JANINA,5
KASZUBA STANISLAW,5
ZBIKOWSKI ZBIGNIEW,5
JERZAK ANNA,5
GRUCA TOMASZ,5
JAGIELLO JOANNA,5
STOSUR MARIUSZ,5
MIZERA GRZEGORZ,5
RYCZEK MICHAL,5
NAWROT WOJCIECH,5
WRONSKI SLAWOMIR,5
WEGRZYNSKA JOANNA,5
WIACEK PIOTR,5
BARRATT PAUL,5
FABISZEWSKA AGATA,5
WRZOSEK SLAWOMIR,5
SIWICKA ALEKSANDRA,5
ZAWADZKA ANNA,5
MALINOWSKI MAREK,5
BRZOSKO WITOLD,5
PONA JERZY,5
CYBULSKA EMILIA,5
SANDOWICZ MICHAL,5
WOLSKA MARIA,5
ZADERNOWSKI RYSZARD,5
SIEDLECKI PAWEL,5
PIECZKA RAFAL,5
KLOBUS MARCIN,5
ADAMIEC JANUSZ,5
LECHOWICZ PIOTR,5
HRYNIEWICZ WALERIA,5
FIALKOWSKI MARCIN,5
WROBLEWSKI MAREK,5
CZECHOWSKI ANDRZEJ,5
ROSZKOWSKI STANISLAW,5
HABICH BOHDAN,5
KEHIAIAN ARMAND,5
STAWARSKI MICHAL,5
KARP TOMASZ,5
KAUS TADEUSZ,5
DEREN BOGUSLAW,5
MANTIUK RADOSLAW,5
SWIRSKA ALICJA,5
KAWALEC MARIA,5
KREGLEWSKI EDWARD,5
CZERNICKA ALICJA,5
KMIECIK LAWRYNOWICZ,5
JANOWSKI KRZYSZTOF,5
CZUDEK JAN,5
SZCZUREK TOMASZ,5
BIELANSKA ELZBIETA,5
KUKHAREV GEORGIJ,5
WESELUCHA ALEKSANDRA,5
